user_id,holding_period,turnover_rate,buy_sell_ratio,hhi_concentration,disposition_effect,positive_trade_ratio,etf_ratio,avg_price_preference,position_uniformity,avg_loss_magnitude,vol_preference,trend_preference
U_00_00,32.0,0.8587196467991169,0.9195664082922386,0.1454991117406785,3.397058823529412,0.7725752508361204,1.0,3.000710713952229,0.3614339317771918,0.045425833795902315,1.052180683883851,0.16544467666655185
U_00_01,33.0,0.8275109170305677,1.4847385615393225,0.15530865746771894,4.760869565217392,0.8264150943396227,1.0,3.108737753752561,0.34818312611761626,0.02674323098033387,1.0219068746696511,0.17194358713386187
U_00_02,33.0,0.9080962800875274,1.0765151515031555,0.15723478699258864,3.27027027027027,0.7658227848101266,1.0,3.1783849714889616,0.36133741359713256,0.047970791745309466,0.9605404565309741,0.1497672618039125
U_00_03,58.5,0.8761061946902655,1.1247464119562407,0.14857112610771542,2.728395061728395,0.7317880794701986,1.0,3.330596855691752,0.32085894634278284,0.032391986085939614,0.8979817488322185,0.17224959472414236
U_00_04,37.0,0.8854625550660793,1.0579566713357567,0.17362584736710834,4.8125,0.8279569892473119,1.0,3.3522393098286902,0.36548833791807683,0.04002648206308402,0.9268511929040779,0.14160037406627424
U_00_05,25.5,0.9026548672566371,0.8208084465031378,0.15513510459721752,3.4285714285714284,0.7741935483870968,1.0,3.0939141828456496,0.3136874304943662,0.043480900669110846,0.9409602658918734,0.13161665015143648
U_00_06,74.5,0.8995633187772926,1.4172352898794855,0.14930557961957902,5.145833333333334,0.8372881355932204,1.0,2.880981655794731,0.363320102535161,0.046593680880216405,0.8995983101611174,0.1873926449765606
U_00_07,23.0,0.9379157427937915,0.7369276461949863,0.17620841999576498,2.3229166666666665,0.6990595611285266,1.0,3.057592840033268,0.32014740254035534,0.0365507617563895,1.0127547901937943,0.16703906975423255
U_00_08,83.0,0.9513274336283186,1.3020866521285845,0.13770247802555713,4.4,0.8148148148148148,1.0,3.0406855559863337,0.3372139029731193,0.03431995464725675,0.9571361331374166,0.16980433758949476
U_00_09,18.0,0.8911111111111111,0.9413246271251314,0.15128868846164661,2.1411764705882352,0.6816479400749064,1.0,3.0263214210960503,0.33708766338409013,0.03925038895062902,0.9767997482763366,0.17647392891040287
U_00_10,32.0,0.8939051918735892,0.8847523580041213,0.14995060116491737,4.111111111111111,0.8043478260869565,1.0,3.0647218015667432,0.36850820009457186,0.040766491387552325,0.9747197106548339,0.1571250741803715
U_00_11,62.5,0.9274725274725275,1.2193590296523829,0.13772634449388046,4.283333333333333,0.8107255520504731,1.0,3.1894735577550035,0.347438278805697,0.05260144879610302,0.9571583867130129,0.15373866322675614
U_00_12,21.0,0.930648769574944,0.7314466953697031,0.14037001383744552,3.0285714285714285,0.75177304964539,1.0,3.1214318786245956,0.3470800414367762,0.02848275332281083,0.9429893630447057,0.15833334350937955
U_00_13,35.0,0.8473451327433629,0.7119961333750736,0.14569241428475777,2.658536585365854,0.7266666666666667,1.0,3.4661850590909977,0.3657705407092055,0.04121796870140422,0.9123019833220367,0.15838836223345934
U_00_14,58.5,0.8628318584070797,0.9927610494107844,0.1539431144963615,5.155555555555556,0.8375451263537906,1.0,3.4838171567730676,0.345860561276561,0.0303259312986403,0.8894574463227997,0.14269419300904038
U_00_15,60.0,0.9035087719298246,1.0772764343729144,0.15628219232124796,5.837209302325581,0.8537414965986394,1.0,3.0829363815877784,0.34642497242662,0.03292531891222742,0.9561840973934715,0.14982353832473672
U_00_16,36.5,0.917960088691796,0.8160243091481056,0.15810115939821617,3.0,0.75,1.0,3.12081340303894,0.3472109945272533,0.03207527746025085,0.9521158665593225,0.15273055856589726
U_00_17,32.0,0.8674157303370786,0.751179870797759,0.15676275784577232,3.9298245614035086,0.797153024911032,1.0,3.3942855363226996,0.32957896593343716,0.03564887767844448,0.8874069520667041,0.17930369901880583
U_00_18,27.0,0.8473451327433629,0.7861883977316282,0.1373302283513843,2.5124999999999997,0.7153024911032029,1.0,3.2528325485040956,0.32316882356553706,0.039492055482162634,0.9305830585090554,0.1775667686105169
U_00_19,52.0,0.9276315789473685,1.472965203473466,0.13972088143564065,4.016666666666667,0.8006644518272426,1.0,3.2062238228729556,0.3592146094237003,0.045344135354887974,0.9449779746918406,0.14500589028922323
U_01_00,20.0,1.680952380952381,0.9978933516162873,0.01258664255176275,1.2133333333333334,0.5481927710843374,0.0,23.14809542090495,0.5626349216232952,0.08297630071449136,0.9067540758430462,0.03299651284891213
U_01_01,16.0,1.7388235294117647,1.0549746597700669,0.01260329727996142,1.2303030303030302,0.5516304347826086,0.0,23.71173194729009,0.5894282928966856,0.06902030941369108,0.862385979246344,0.026656692413767225
U_01_02,20.0,1.6952380952380952,0.9466674218097272,0.012077441019953564,1.5126050420168067,0.6020066889632107,0.0,23.284952394596143,0.5784975353695455,0.08520982754634182,0.8892600763990754,0.03676284303465603
U_01_03,19.0,1.6992840095465394,1.036024931825222,0.01247823243268295,1.3116883116883118,0.5674157303370787,0.0,22.885711489300324,0.5737128392768169,0.07785833379053998,0.8739553827274646,0.028775684117745483
U_01_04,19.0,1.8293838862559242,0.9644485936785321,0.013532239124902999,1.5763888888888888,0.6118598382749326,0.0,23.747667400500784,0.5792111615493253,0.07327354117156853,0.934399521342296,0.04122901537764449
U_01_05,17.5,1.8933649289099526,1.1227590913303829,0.011554268320323281,1.5447761194029852,0.6070381231671554,0.0,23.986172808781806,0.5774720410378863,0.07585636778805677,0.9100365039812683,0.03716416729483257
U_01_06,16.0,1.789598108747045,0.9484443156672917,0.012465236707596299,1.2662337662337662,0.5587392550143266,0.0,23.534660209427088,0.5612794510985002,0.05468161516937136,0.9011788607653357,0.028046217407181384
U_01_07,19.5,1.7125890736342042,1.0630778805132524,0.013326723216562253,1.6384615384615382,0.6209912536443148,0.0,24.31918197287366,0.5788728334087115,0.06989505094283235,0.9929260557709737,0.046628876545635044
U_01_08,19.0,1.707142857142857,1.1770425453647089,0.011795922343350567,1.3237410071942448,0.5696594427244582,0.0,23.992464211529214,0.5723879368506838,0.06375222712420338,0.9547073444930724,0.035105408571735476
U_01_09,14.0,1.850356294536817,0.9094776407963906,0.01141884746715474,1.468085106382979,0.5948275862068966,0.0,24.60993662753607,0.5789936485225987,0.06557670403042223,0.9044471412670491,0.03937892830199611
